path,paragraph_words_before,paragraphs_over_60_words,longest_paragraph_words
/birthday-countdowns/the-pope/,597,3,94
/birthday-countdowns/timothee-chalamet/,491,2,74
/birthday-countdowns/tom-brady/,526,3,76
/birthday-countdowns/tom-cruise/,542,3,84
/birthday-countdowns/travis-kelce/,528,3,76
/birthday-countdowns/usain-bolt/,535,3,78
/birthday-countdowns/zach-king/,564,3,83
/birthday-countdowns/zendaya/,538,3,84
/browser-limitations/,838,7,106
/calendar/,185,0,38
/classroom/,476,1,91
/classroom/archive/earth-moon-sun-grades-5-6/,866,5,161
/classroom/archive/leap-year-grades-5-6/,800,5,88
/classroom/archive/light-speed-grades-7-8/,972,6,98
/classroom/archive/moon-phases-grades-3-4/,798,5,91
/classroom/archive/moon-phases-grades-5-6/,797,5,91
/classroom/archive/moon-phases-grades-7-8/,798,5,91
/classroom/archive/moon-phases-grades-k-2/,794,5,91
/classroom/archive/moon-phases-high-school/,802,5,91
/classroom/archive/seasons-grades-3-4/,796,5,93
/classroom/archive/seasons-grades-5-6/,794,5,93
/classroom/archive/seasons-grades-k-2/,793,5,93
/classroom/archive/seasons-high-school/,804,5,93
/classroom/archive/solar-system-grades-5-6/,827,5,92
/classroom/archive/solar-system-grades-7-8/,832,5,92
/classroom/archive/solar-system-grades-k-2/,831,5,92
/classroom/archive/solar-system-high-school/,836,6,92
/classroom/lessons/seasons-grades-7-8/,919,6,93
/classroom/lessons/seasons-grades-7-8/student/,107,0,36
/classroom/lessons/solar-system-grades-3-4/,855,5,92
/classroom/submit-a-lesson/,205,0,47
/concepts/does-the-moon-have-a-dark-side/,590,4,100
/concepts/how-are-the-planets-formed/,442,1,68
/concepts/how-do-you-calculate-military-time/,560,2,95
/concepts/how-does-an-orbit-change/,369,1,71
/concepts/how-does-an-orbit-work/,675,4,85
/concepts/what-are-the-moon-phases-called/,663,6,83
/concepts/what-are-the-polar-circles/,423,1,66
/concepts/what-causes-tides/,414,1,71
/concepts/what-is-a-blue-moon/,623,5,100
/concepts/what-is-a-leap-year/,389,1,65
/concepts/what-is-a-sidereal-day/,296,0,51
/concepts/what-is-a-solar-day/,418,1,65
/concepts/what-is-a-solstice/,650,4,108
/concepts/what-is-a-spring-tide/,589,5,112
/concepts/what-is-a-supermoon/,691,6,100
/concepts/what-is-a-synodic-month/,392,0,56
/concepts/what-is-a-time-zone/,424,1,65
/concepts/what-is-an-equinox/,597,5,90
/concepts/what-is-daylight-saving-time/,334,0,57
/concepts/what-is-earths-axial-tilt/,540,1,68
/concepts/what-is-libration/,338,0,52
/concepts/what-is-the-24-hour-clock/,418,2,65
/concepts/what-is-the-asteroid-belt/,348,0,51
/concepts/what-is-the-equation-of-time/,316,0,50
/concepts/what-is-the-international-date-line/,309,1,67
/concepts/what-is-the-subsolar-point/,383,0,56
/concepts/what-is-the-terminator/,473,0,51
/concepts/what-is-the-tropic-of-cancer/,692,2,74
/concepts/what-is-the-tropic-of-capricorn/,553,2,71
/concepts/what-is-tidal-locking/,558,2,86
/concepts/what-is-twilight/,344,0,48
/concepts/what-is-utc/,292,0,47
/concepts/who-invented-time/,1246,8,128
/concepts/why-are-the-planets-drawn-so-close/,384,1,62
/concepts/why-arent-the-inner-planets-gas-giants/,452,1,64
/concepts/why-can-the-moon-be-up-in-the-daytime/,447,0,54
/concepts/why-didnt-the-asteroid-belt-become-a-planet/,409,0,54
/concepts/why-do-asteroids-collide/,356,0,53
/concepts/why-do-other-planets-have-seasons/,432,2,67
/concepts/why-do-planets-have-moons/,414,1,64
/concepts/why-do-we-have-seasons/,664,4,73
/concepts/why-does-jupiter-have-so-many-moons/,455,2,73
/concepts/why-does-moonrise-get-later/,500,2,81
/concepts/why-does-pluto-have-so-many-moons/,375,0,60
/concepts/why-does-saturn-have-so-many-moons/,568,4,82
/concepts/why-does-the-moon-change-shape/,550,1,62
/concepts/why-does-triton-orbit-backwards/,340,0,60
/concepts/why-doesnt-earth-have-a-ring/,458,3,69
/concepts/why-dont-planets-fall-into-the-sun/,391,0,58
/concepts/why-is-mars-red/,362,1,64
/concepts/why-is-pluto-a-dwarf-planet/,388,1,61
/concepts/why-is-the-night-sky-dark/,250,0,54
/concepts/why-is-this-map-flat/,351,0,51
/concepts/why-isnt-there-an-eclipse-every-month/,435,0,56
/countdown/,142,0,38
/countries/,110,0,38
/countries/australia/,223,0,38
/countries/canada/,220,0,38
/countries/france/,237,0,38
/countries/india/,233,0,38
/countries/japan/,244,0,38
/countries/mexico/,232,0,38
/countries/united-kingdom/,238,0,38
/countries/united-states/,238,0,38
/day-night-map/,346,0,60
/earth-and-moon-simulator/,1035,3,107
/earth-sun-moon-orbit-simulator/,1745,15,145
/earth-tilt-sun-seasons/,952,1,62
/earth/,460,0,46
/glossary/,1126,0,43
/graduation-countdowns/,115,0,38
/graduation-countdowns/alabama/,578,4,87
/graduation-countdowns/arizona-state/,591,4,86
/graduation-countdowns/auburn/,587,4,85
/graduation-countdowns/berkeley/,597,4,86
/graduation-countdowns/chico-state/,612,4,95
/graduation-countdowns/clemson/,627,4,87
/graduation-countdowns/florida/,475,2,80
/graduation-countdowns/georgia/,595,4,91
/graduation-countdowns/harvard/,323,0,44
/graduation-countdowns/high-school/,492,3,81
/graduation-countdowns/michigan/,327,0,43
/graduation-countdowns/mit/,325,0,44
/graduation-countdowns/north-carolina/,584,4,82
/graduation-countdowns/nyu/,515,2,89
/graduation-countdowns/ohio-state/,592,4,89
/graduation-countdowns/oregon/,559,4,81
/graduation-countdowns/penn-state/,355,0,45
/graduation-countdowns/popular/,143,0,48
/graduation-countdowns/purdue/,603,4,89
/graduation-countdowns/stanford/,319,0,43
/graduation-countdowns/tennessee/,615,4,89
/graduation-countdowns/texas-am/,612,4,94
/graduation-countdowns/ucla/,342,0,38
/graduation-countdowns/usc/,338,0,38
/graduation-countdowns/ut-austin/,325,0,44
/graduation-countdowns/virginia-tech/,580,4,87
/graduation-countdowns/washington/,562,4,79
/graduation-countdowns/wisconsin/,599,4,89
/holiday-countdowns/,111,0,38
/holiday-countdowns/christmas/,378,0,46
/holiday-countdowns/cinco-de-mayo/,467,2,84
/holiday-countdowns/columbus-day/,351,0,43
/holiday-countdowns/diwali/,465,2,81
/holiday-countdowns/dst-begins/,344,0,49
/holiday-countdowns/dst-ends/,346,0,52
/holiday-countdowns/easter/,322,0,43
/holiday-countdowns/fall-equinox/,322,0,39
/holiday-countdowns/fathers-day/,332,0,60
/holiday-countdowns/halloween/,323,0,49
/holiday-countdowns/hanukkah/,301,0,42
/holiday-countdowns/july-4th/,350,0,45
/holiday-countdowns/juneteenth/,367,0,55
/holiday-countdowns/labor-day/,357,0,50
/holiday-countdowns/lunar-new-year/,503,2,94
/holiday-countdowns/macys-parade/,474,2,77
/holiday-countdowns/memorial-day/,381,0,54
/holiday-countdowns/mlk-day/,386,0,56
/holiday-countdowns/mothers-day/,340,0,60
/holiday-countdowns/new-year/,362,0,46
/holiday-countdowns/popular/,143,0,48
/holiday-countdowns/presidents-day/,353,0,48
/holiday-countdowns/rose-parade/,457,2,75
/holiday-countdowns/spring-equinox/,321,0,41
/holiday-countdowns/st-patricks-day/,326,0,42
/holiday-countdowns/star-wars-day/,315,0,40
/holiday-countdowns/summer-solstice/,319,0,46
/holiday-countdowns/tax-day/,346,0,54
/holiday-countdowns/thanksgiving/,351,0,44
/holiday-countdowns/valentines-day/,313,0,43
/holiday-countdowns/veterans-day/,370,0,53
/holiday-countdowns/white-day/,338,0,46
/holiday-countdowns/winter-solstice/,319,0,44
/how-it-works/,372,0,49
/jupiter-and-moons-simulator/,1760,9,105
/mars-and-moons-simulator/,1732,8,101
/mercury-simulator/,1057,6,111
/methodology/,404,2,62
/methodology/browser-timing/,812,3,95
/methodology/moon-phase/,708,3,96
/methodology/sunrise-sunset/,841,3,198
/methodology/tide-predictions/,793,5,91
/methodology/time-zones/,627,3,80
/moon-simulator/,242,0,44
/moon/,725,2,63
/moon/2025/,214,0,52
/moon/2026/,225,0,52
/moon/2027/,209,0,52
/moon/2028/,228,0,52
/moon/2029/,214,0,52
/moon/abilene-tx/,729,3,95
/moon/addison-il/,729,3,95
/moon/adelaide/,707,3,95
/moon/akron-oh/,729,3,95
/moon/alameda-ca/,741,3,95
/moon/albany-ga/,729,3,95
/moon/albany-ny/,730,3,95
/moon/albany-or/,735,3,95
/moon/albuquerque-nm/,736,3,95
/moon/alexandria-la/,729,3,95
/moon/alexandria-va/,735,3,95
/moon/alhambra-ca/,742,3,95
/moon/aliso-viejo-ca/,754,3,96
/moon/allen-tx/,729,3,95
/moon/allentown-pa/,729,3,95
/moon/alpharetta-ga/,729,3,95
/moon/altamonte-springs-fl/,740,3,96
/moon/altoona-pa/,729,3,95
/moon/amarillo-tx/,735,3,95
/moon/ames-ia/,729,3,95
/moon/amsterdam/,735,3,103
/moon/anaheim-ca/,743,3,95
/moon/anchorage/,741,3,95
/moon/anderson-in/,729,3,95
/moon/ankeny-ia/,729,3,95
/moon/ann-arbor-mi/,740,3,96
/moon/annapolis-md/,735,3,95
/moon/antioch-ca/,741,3,95
/moon/apache-junction-az/,746,3,96
/moon/apex-nc/,730,3,95
/moon/apia/,740,3,103
/moon/apopka-fl/,729,3,95
/moon/apple-valley-ca/,746,3,96
/moon/apple-valley-mn/,746,3,96
/moon/appleton-wi/,729,3,95
/moon/arcadia-ca/,742,3,95
/moon/arlington-heights-il/,740,3,96
/moon/arlington-tx/,729,3,95
/moon/arvada-co/,735,3,95
/moon/asheville-nc/,730,3,95
/moon/athens-clarke-county-ga/,740,3,96
/moon/athens/,727,3,95
/moon/atlanta/,729,3,95
/moon/atlantic-city-nj/,748,3,96
/moon/attleboro-ma/,735,3,95
/moon/auburn-al/,729,3,95
/moon/auburn-wa/,741,3,95
/moon/auckland/,715,3,95
/moon/augusta-richmond-county-ga/,740,3,96
/moon/aurora-co/,735,3,95
/moon/aurora-il/,729,3,95
/moon/austin/,729,3,95
/moon/aventura-fl/,736,3,95
/moon/avondale-az/,735,3,95
/moon/azores/,726,3,95
/moon/azusa-ca/,742,3,95
/moon/baghdad/,726,3,95
/moon/bakersfield-ca/,735,3,95
/moon/baldwin-park-ca/,753,3,96
/moon/bali/,732,3,95
/moon/baltimore-md/,735,3,95
/moon/bangkok/,731,3,95
/moon/bar-harbor/,747,3,96
/moon/barcelona/,735,3,103
/moon/barnstable-town-ma/,747,3,96
/moon/bartlett-il/,729,3,95
/moon/bartlett-tn/,729,3,95
/moon/baton-rouge-la/,740,3,96
/moon/battle-creek-mi/,740,3,96
/moon/bayonne-nj/,740,3,95
/moon/baytown-tx/,737,3,95
/moon/beaumont-ca/,735,3,95
/moon/beaumont-tx/,737,3,95
/moon/beavercreek-oh/,729,3,95
/moon/beaverton-or/,735,3,95
/moon/bedford-tx/,729,3,95
/moon/beijing/,732,3,95
/moon/bell-gardens-ca/,753,3,96
/moon/belleville-il/,729,3,95
/moon/bellevue-ne/,735,3,95
/moon/bellevue-wa/,741,3,95
/moon/bellflower-ca/,742,3,95
/moon/bellingham-wa/,742,3,95
/moon/beloit-wi/,729,3,95
/moon/bend-or/,735,3,95
/moon/bentonville-ar/,729,3,95
/moon/berkeley-ca/,741,3,95
/moon/berlin/,735,3,103
/moon/berwyn-il/,729,3,95
/moon/bethlehem-pa/,729,3,95
/moon/beverly-ma/,735,3,95
/moon/billings-mt/,735,3,95
/moon/biloxi-ms/,738,3,95
/moon/binghamton-ny/,730,3,95
/moon/birmingham-al/,729,3,95
/moon/bismarck-nd/,736,3,95
/moon/blacksburg-va/,729,3,95
/moon/blaine-mn/,735,3,95
/moon/bloomington-il/,729,3,95
/moon/bloomington-in/,729,3,95
/moon/bloomington-mn/,735,3,95
/moon/blue-moons/,648,0,60
/moon/blue-springs-mo/,740,3,96
/moon/boca-raton-fl/,748,3,96
/moon/bogota/,726,3,95
/moon/boise-id/,735,3,95
/moon/bolingbrook-il/,729,3,95
/moon/bonita-springs-fl/,746,3,96
/moon/bossier-city-la/,740,3,96
/moon/boston/,735,3,95
/moon/boulder-co/,735,3,95
/moon/bountiful-ut/,735,3,95
/moon/bowie-md/,735,3,95
/moon/bowling-green-ky/,740,3,96
/moon/boynton-beach-fl/,748,3,96
/moon/bozeman-mt/,735,3,95
/moon/bradenton-fl/,736,3,95
/moon/brea-ca/,743,3,95
/moon/bremerton-wa/,741,3,95
/moon/brentwood-ca/,741,3,95
/moon/brentwood-tn/,729,3,95
/moon/bridgeport-ct/,735,3,95
/moon/brisbane/,733,3,95
/moon/bristol-ct/,736,3,95
/moon/brockton-ma/,735,3,95
/moon/broken-arrow-ok/,740,3,96
/moon/brookfield-wi/,729,3,95
/moon/brookhaven-ga/,729,3,95
/moon/brooklyn-park-mn/,746,3,96
/moon/broomfield-co/,735,3,95
/moon/brownsville-tx/,736,3,95
/moon/brussels/,735,3,103
/moon/bryan-tx/,729,3,95
/moon/buckeye-az/,735,3,95
/moon/buena-park-ca/,753,3,96
/moon/buenos-aires/,711,3,96
/moon/buffalo-grove-il/,740,3,96
/moon/buffalo-ny/,730,3,95
/moon/bullhead-city-az/,746,3,96
/moon/burbank-ca/,742,3,95
/moon/burien-wa/,741,3,95
/moon/burleson-tx/,729,3,95
/moon/burlington-nc/,730,3,95
/moon/burlington-vt/,729,3,95
/moon/burnsville-mn/,735,3,95
/moon/cabo-san-lucas/,755,3,97
/moon/cairo/,727,3,95
/moon/caldwell-id/,735,3,95
/moon/calendar/,287,0,48
/moon/calendar/april-2025/,308,0,51
/moon/calendar/april-2026/,308,0,51
/moon/calendar/april-2027/,308,0,51
/moon/calendar/april-2028/,308,0,51
/moon/calendar/april-2029/,308,0,51
/moon/calendar/august-2025/,308,0,51
/moon/calendar/august-2026/,308,0,51
/moon/calendar/august-2027/,308,0,51
/moon/calendar/august-2028/,308,0,51
/moon/calendar/august-2029/,308,0,51
/moon/calendar/december-2025/,308,0,51
/moon/calendar/december-2026/,308,0,51
/moon/calendar/december-2027/,308,0,51
/moon/calendar/december-2028/,308,0,51
/moon/calendar/december-2029/,308,0,51
/moon/calendar/february-2025/,308,0,51
/moon/calendar/february-2026/,308,0,51
/moon/calendar/february-2027/,308,0,51
/moon/calendar/february-2028/,308,0,51
/moon/calendar/february-2029/,308,0,51
/moon/calendar/january-2025/,308,0,51
/moon/calendar/january-2026/,308,0,51
/moon/calendar/january-2027/,308,0,51
/moon/calendar/january-2028/,308,0,51
/moon/calendar/january-2029/,308,0,51
/moon/calendar/july-2025/,308,0,51
/moon/calendar/july-2026/,308,0,51
/moon/calendar/july-2027/,308,0,51
/moon/calendar/july-2028/,308,0,51
/moon/calendar/july-2029/,308,0,51
/moon/calendar/june-2025/,308,0,51
/moon/calendar/june-2026/,308,0,51
/moon/calendar/june-2027/,308,0,51
/moon/calendar/june-2028/,308,0,51
/moon/calendar/june-2029/,308,0,51
/moon/calendar/march-2025/,308,0,51
/moon/calendar/march-2026/,308,0,51
/moon/calendar/march-2027/,308,0,51
/moon/calendar/march-2028/,308,0,51
/moon/calendar/march-2029/,308,0,51
/moon/calendar/may-2025/,308,0,51
/moon/calendar/may-2026/,308,0,51
/moon/calendar/may-2027/,308,0,51
/moon/calendar/may-2028/,308,0,51
/moon/calendar/may-2029/,308,0,51
/moon/calendar/november-2025/,308,0,51
/moon/calendar/november-2026/,308,0,51
/moon/calendar/november-2027/,308,0,51
/moon/calendar/november-2028/,308,0,51
/moon/calendar/november-2029/,308,0,51
/moon/calendar/october-2025/,308,0,51
/moon/calendar/october-2026/,308,0,51
/moon/calendar/october-2027/,308,0,51
/moon/calendar/october-2028/,308,0,51
/moon/calendar/october-2029/,308,0,51
/moon/calendar/september-2025/,308,0,51
/moon/calendar/september-2026/,308,0,51
/moon/calendar/september-2027/,308,0,51
/moon/calendar/september-2028/,308,0,51
/moon/calendar/september-2029/,308,0,51
/moon/calexico-ca/,735,3,95
/moon/calgary/,732,3,95
/moon/calumet-city-il/,740,3,96
/moon/camarillo-ca/,742,3,95
/moon/cambridge-ma/,735,3,95
/moon/camden-nj/,739,3,95
/moon/campbell-ca/,735,3,95
/moon/cancun/,726,3,95
/moon/cannon-beach/,752,3,96
/moon/canton-oh/,729,3,95
/moon/cape-coral-fl/,747,3,96
/moon/cape-girardeau-mo/,740,3,96
/moon/cape-town/,720,3,96
/moon/caracas/,725,3,95
/moon/carlsbad-ca/,744,3,95
/moon/carmel-in/,729,3,95
/moon/carol-stream-il/,740,3,96
/moon/carpentersville-il/,729,3,95
/moon/carrollton-tx/,729,3,95
/moon/carson-ca/,742,3,95
/moon/carson-city-nv/,746,3,96
/moon/cary-nc/,730,3,95
/moon/casa-grande-az/,746,3,96
/moon/casablanca/,725,3,95
/moon/casper-wy/,735,3,95
/moon/castle-rock-co/,746,3,96
/moon/cathedral-city-ca/,746,3,96
/moon/cedar-falls-ia/,740,3,96
/moon/cedar-hill-tx/,740,3,96
/moon/cedar-park-tx/,740,3,96
/moon/cedar-rapids-ia/,740,3,96
/moon/centennial-co/,735,3,95
/moon/ceres-ca/,735,3,95
/moon/cerritos-ca/,742,3,95
/moon/champaign-il/,729,3,95
/moon/chandler-az/,735,3,95
/moon/chapel-hill-nc/,741,3,96
/moon/charleston-sc/,736,3,95
/moon/charleston-wv/,730,3,95
/moon/charlotte-nc/,730,3,95
/moon/charlottesville-va/,729,3,95
/moon/chattanooga-tn/,729,3,95
/moon/chelsea-ma/,735,3,95
/moon/chesapeake-va/,736,3,95
/moon/chesterfield-mo/,729,3,95
/moon/cheyenne-wy/,735,3,95
/moon/chicago/,729,3,95
/moon/chico-ca/,735,3,95
/moon/chicopee-ma/,729,3,95
/moon/chino-ca/,743,3,95
/moon/chino-hills-ca/,754,3,96
/moon/chula-vista-ca/,756,3,96
/moon/cicero-il/,729,3,95
/moon/cincinnati-oh/,729,3,95
/moon/citrus-heights-ca/,746,3,96
/moon/clarksville-tn/,729,3,95
/moon/clearwater-fl/,736,3,95
/moon/cleveland-heights-oh/,740,3,96
/moon/cleveland-oh/,729,3,95
/moon/cleveland-tn/,729,3,95
/moon/clifton-nj/,740,3,95
/moon/clovis-ca/,735,3,95
/moon/clovis-nm/,736,3,95
/moon/coachella-ca/,735,3,95
/moon/coconut-creek-fl/,748,3,96
/moon/coeur-d-alene-id/,746,3,96
/moon/college-station-tx/,740,3,96
/moon/collierville-tn/,729,3,95
/moon/colorado-springs-co/,746,3,96
/moon/colton-ca/,735,3,95
/moon/columbia-mo/,729,3,95
/moon/columbia-sc/,730,3,95
/moon/columbus-ga/,729,3,95
/moon/columbus-in/,729,3,95
/moon/columbus-oh/,729,3,95
/moon/commerce-city-co/,746,3,96
/moon/compton-ca/,742,3,95
/moon/concord-ca/,741,3,95
/moon/concord-nc/,730,3,95
/moon/concord-nh/,730,3,95
/moon/conroe-tx/,729,3,95
/moon/conway-ar/,729,3,95
/moon/coon-rapids-mn/,746,3,96
/moon/copenhagen/,735,3,103
/moon/coppell-tx/,729,3,95
/moon/coral-gables-fl/,747,3,96
/moon/coral-springs-fl/,748,3,96
/moon/corona-ca/,743,3,95
/moon/corpus-christi-tx/,746,3,96
/moon/corvallis-or/,735,3,95
/moon/costa-mesa-ca/,754,3,96
/moon/council-bluffs-ia/,746,3,96
/moon/covina-ca/,742,3,95
/moon/covington-ky/,729,3,95
/moon/cranston-ri/,736,3,95
/moon/crystal-lake-il/,740,3,96
/moon/culver-city-ca/,753,3,96
/moon/cupertino-ca/,741,3,95
/moon/cutler-bay-fl/,747,3,96
/moon/cuyahoga-falls-oh/,740,3,96
/moon/cypress-ca/,742,3,95
/moon/dallas/,729,3,95
/moon/daly-city-ca/,753,3,96
/moon/danbury-ct/,735,3,95
/moon/danville-ca/,741,3,95
/moon/danville-va/,729,3,95
/moon/davenport-ia/,729,3,95
/moon/davie-fl/,736,3,95
/moon/davis-ca/,735,3,95
/moon/dayton-oh/,729,3,95
/moon/daytona-beach-fl/,740,3,96
/moon/dearborn-heights-mi/,740,3,96
/moon/dearborn-mi/,729,3,95
/moon/decatur-al/,729,3,95
/moon/decatur-il/,729,3,95
/moon/deerfield-beach-fl/,748,3,96
/moon/dekalb-il/,729,3,95
/moon/delano-ca/,735,3,95
/moon/delhi/,732,3,95
/moon/delray-beach-fl/,748,3,96
/moon/deltona-fl/,729,3,95
/moon/denton-tx/,729,3,95
/moon/denver/,735,3,95
/moon/des-moines-ia/,740,3,96
/moon/des-plaines-il/,740,3,96
/moon/desoto-tx/,729,3,95
/moon/detroit/,729,3,95
/moon/dhaka/,732,3,95
/moon/diamond-bar-ca/,754,3,96
/moon/doral-fl/,736,3,95
/moon/dothan-al/,729,3,95
/moon/dover-de/,735,3,95
/moon/downers-grove-il/,740,3,96
/moon/downey-ca/,742,3,95
/moon/draper-ut/,735,3,95
/moon/dubai/,732,3,95
/moon/dublin-ca/,741,3,95
/moon/dublin-oh/,729,3,95
/moon/dublin/,726,3,95
/moon/dubrovnik/,735,3,103
